Enter text here, select options and click the "Remove Duplicate Lines" button from above.
Duplicate text removal is only between content on new lines and duplicate text within the same line will not be removed.
The line order/sorting will not be affected other than subsequent duplicate lines being deleted.
Check the "Case sensitive." checkbox for case sensitive matching of duplicate line removal.
Check the "Remove empty lines." checkbox to remove/delete all blank/empty lines.
Check the "Display removed." checkbox to save removed lines. Lines are prefixed with removal information for reference.

Example:
Click the "Remove Duplicate Lines" button and watch these duplicate lines become one.

Note: For files too large to successfully load into this text field, use the "Big File Tool" link below.
Privacy of Daidversion,idJDM,idBN,valeurComparaison,repJDM,sensBN,defBN
2,218761,02032726n,1078,tonneau>accident@fr,WIKI:FR:Tonneau_(hippomobile)
2,218760,01797370n,1448,tonneau>marine@fr,WIKI:FR:Tonneau_(unité)
2,218759,00008694n,1290,tonneau>barrique@fr,WIKI:FR:baril
2,246873,00076928n,1554,objet>cause@fr,OMWN:FR:cause
2,3229310,00058442n,859,objet>pensée@fr,WIKI:FR:objet_(philosophie)
2,246873,00076926n,1554,objet>cause@fr,OMWN:FR:cause
2,3229310,00022157n,2030,objet>pensée@fr,WIKI:FR:sujet_(philosophie)
2,436518,00058448n,1030,objet>informatique@fr,WIKI:FR:programmation_orientée_objet
2,246872,00002179n,1376,objet>objectif@fr,WIKT:FR:objectif
2,436518,00058445n,1217,objet>informatique@fr,WIKI:FR:objet_(informatique)
2,260318,03758347n,908,petite voiture>jouet@fr,WIKI:FR:Modélisme_automobile
2,266390,03758347n,796,petite voiture>véhicule@fr,WIKI:FR:Modélisme_automobile
2,245233,00019280n,707,cistre>instrument de musique@fr,WIKI:FR:cistre
2,245233,00019279n,709,cistre>instrument de musique@fr,WIKI:FR:cithare
2,215948,00074511n,1606,coupe-choux>rasoir@fr,WIKI:FR:Rasoir_droit
2,215947,00074511n,1266,coupe-choux>sabre@fr,WIKI:FR:Rasoir_droit
2,223906,00276180n,582,cervelas>musique@fr,WIKI:FR:Cervelas_(musique)
2,223907,00453736n,1353,cervelas>saucisse@fr,WIKI:FR:Cervelas_(saucisse)
2,220110,00015809n,673,mousqueton>boucle@fr,WIKI:FR:mousqueton
2,226032,00013713n,797,bugle>plante@fr,WIKI:FR:Bugle_(plante)
2,213353,00073669n,516,épinette>sapin@fr,OMWN:FR:épicéa
2,213353,00073670n,984,épinette>sapin@fr,WIKI:FR:Picea
2,213352,00073394n,814,épinette>clavecin@fr,WIKI:FR:épinette
2,220072,16948709n,2649,mortier>récipient@fr,WIKIDATA:FR:mortier
2,220072,00055945n,1170,mortier>récipient@fr,OMWN:FR:mortier
2,220074,00055944n,2907,mortier>ciment@fr,WIKI:FR:mortier_(matériau)
2,213974,14095874n,880,tuba>plongée sous-marine@fr,WIKI:FR:Tuba_(plongée)
2,213974,00072448n,916,tuba>plongée sous-marine@fr,WIKT:FR:tuba
2,213975,00008924n,749,tuba>instrument de musique@fr,WIKI:FR:tuba_(musique)
2,213974,00012972n,773,tuba>plongée sous-marine@fr,WIKI:FR:schnorchel
2,213828,00019616n,723,cor>callosité@fr,WIKI:FR:Cal_(médecine)
2,227028,00004761n,2293,cor>andouiller@fr,WIKI:FR:bois_(cervidé)
2,213827,00036444n,604,cor>instrument de musique@fr,WIKI:FR:cor_d'harmonie
2,214450,00056268n,1206,pilon>mortier@fr,OMWIKI:FR:pilon
2,225776,04757708n,1250,sauteuse>danse@fr,WIKI:FR:Sauteuse_(danse)
2,225774,16613315n,1019,sauteuse>poêle@fr,WIKI:FR:Sauteuse
2,213333,00075578n,511,martinet>oiseau@fr,WIKI:FR:Apodidae
2,213334,03380319n,1452,martinet>fouet@fr,WIKI:FR:Martinet_(instrument)
2,222756,00335862n,1051,musette>danse@fr,WIKI:FR:Bal_musette
2,222759,00335862n,2339,musette>bal@fr,WIKI:FR:Bal_musette
2,222755,00335862n,871,musette>musique@fr,WIKI:FR:Bal_musette
2,222754,01909123n,815,musette>instrument de musique@fr,WIKI:FR:Musette_(instrument)
2,222755,01909123n,854,musette>musique@fr,WIKI:FR:Musette_(instrument)
2,222756,04709280n,1142,musette>danse@fr,WIKI:FR:Musette_(danse)
2,222759,04709280n,1185,musette>bal@fr,WIKI:FR:Musette_(danse)
2,222754,04709280n,565,musette>instrument de musique@fr,WIKI:FR:Musette_(danse)
2,222755,04709280n,795,musette>musique@fr,WIKI:FR:Musette_(danse)
2,222757,00033951n,1068,musette>sac@fr,WNTR:FR:feedbag_1.00000_0_0
2,222754,00007953n,935,musette>instrument de musique@fr,WIKI:FR:cornemuse
2,222755,00007953n,897,musette>musique@fr,WIKI:FR:cornemuse
2,227044,00022750n,655,cornet>cornettiste@fr,WIKI:FR:trompette
2,227042,00022750n,616,cornet>trompette@fr,WIKI:FR:trompette
2,227049,01674659n,906,cornet>dé@fr,WIKI:FR:Cornet_(orgue)
2,220636,15051781n,859,cuivre>métal@fr,WIKIDATA:FR:cuivre
2,269604,04953233n,610,cuivre>couleur@fr,WIKI:FR:Cuivre_(couleur)
2,220636,00006859n,1192,cuivre>métal@fr,WIKI:FR:cuivre
2,220637,00012790n,831,cuivre>instrument à vent@fr,WIKI:FR:cuivres_(musique)
2,269604,00022492n,1221,cuivre>couleur@fr,OMWN:FR:cuivre
2,213647,00065379n,503,spatule>ustensile de cuisine@fr,WIKIDATA:FR:spatule
2,213648,04755111n,634,spatule>outil@fr,WIKI:FR:Spatule_(peinture)
2,213647,04755111n,942,spatule>ustensile de cuisine@fr,WIKI:FR:Spatule_(peinture)
2,3676224,04755111n,1065,spatule>forme@fr,WIKI:FR:Spatule_(peinture)
2,213646,00073550n,910,spatule>oiseau@fr,WIKI:FR:spatule_(oiseau)
2,213647,00073163n,2085,spatule>ustensile de cuisine@fr,WIKI:FR:spatule_(cuisine)
2,218234,00016495n,1224,cocotte>marmite@fr,WIKT:FR:casserole
2,218235,04122593n,1185,cocotte>cocotte-minute@fr,WIKI:FR:Cocotte_(cuisine)
2,214677,00028256n,961,bouton>porte>meuble@fr,WIKIDATA:FR:poignée_de_porte
2,214677,16177399n,1046,bouton>porte>meuble@fr,WIKI:FR:Bouton_(serrurerie)
2,214675,00014310n,2262,bouton>interrupteur@fr,OMWN:FR:bouton
2,214675,00030170n,1733,bouton>interrupteur@fr,WIKI:FR:interrupteur
2,3681404,03843242n,1187,bouton>informatique@fr,WIKI:FR:bouton_(informatique)
2,214674,00013626n,1398,bouton>fleur@fr,WIKI:FR:bourgeon_(botanique)
2,214673,00014305n,929,bouton>vêtement@fr,WIKI:FR:bouton_(couture)
2,214677,00014305n,857,bouton>porte>meuble@fr,WIKI:FR:bouton_(couture)
2,237224,16353982n,632,aiguille>cadran@fr,WIKI:FR:Aiguille_(horlogerie)
2,318246,16353982n,630,aiguille>montre@fr,WIKI:FR:Aiguille_(horlogerie)
2,214113,00045590n,792,aiguille>seringue@fr,WIKI:FR:aiguille_hypodermique
